State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Kushner, Elisabeth",The Purim Superhero,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Mathieu, Jennifer",The Truth About Alice: A Novel,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Glines, Abbi",The Vincent Boys (The Vincent Boys Series),,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Pitman, Gayle E.",This Day in June,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You","Rayne, Karen",27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Hopkins, Ellen",Tricks (Tricks Series),,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Levithan, David",Two Boys Kissing,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Robertson, Carolyn",Two Dads: A Book About Adopton,,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Mafi, Tahereh",Unravel Me (Shatter Me Series),,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Corinna, Heather","Wait, What?: A Comic Book Guide to Relationships, Bodies, and Growing Up",,27.994402,-81.760254
Florida,Walton County School District,Administrator,2022-04-01,Banned Pending Investigation,"Austrian, J.J.",Worm Loves Worm,,27.994402,-81.760254
Georgia,Cherokee County School District,Formal Challenge,2022-02-01,Banned in Libraries and Classrooms,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-03-01,Banned Pending Investigation,"Gyasi, Yaa",Homegoing,,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-01-01,Banned in Libraries,"Girard, M-E",Girl Mans Up,,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-01-01,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-01-01,Banned in Libraries,"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series),,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-01-01,Banned in Libraries and Classrooms,"Todd, Anna",After We Collided (After Series),,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-01-01,Banned in Libraries,"Schwab, V. E.",The Invisible Life of Addie LaRue,,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-02-01,Banned in Libraries and Classrooms,"Jennings, Jazz",I am Jazz,"Herthel, Jessica",33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-02-01,Banned in Classrooms,"Hosseini, Khaled",The Kite Runner,,33.247875,-83.441162
Georgia,Cherokee County School District,Formal Challenge,2022-02-01,Banned in Libraries and Classrooms,"Hopkins, Ellen",Tricks (Tricks Series),,33.247875,-83.441162
Georgia,Forsyth County Schools,Formal Challenge,2021-12-01,Banned in Libraries and Classrooms,"Ukazu, Ngozi","#Hockey (Check, Please! Series)",,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Rivera, Gabby",Juliet Takes a Breath,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Picoult, Jodi",Nineteen Minutes,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries,"Atwood, Margaret",The Handmaid's Tale,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries and Classrooms,"Myracle, Lauren",The Infinite Moment of Us,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries,"Tamaki, Mariko",This One Summer,,33.247875,-83.441162
Georgia,Forsyth County Schools,Administrator,2022-01-01,Banned in Libraries,"Levithan, David",Two Boys Kissing,,33.247875,-83.441162
Idaho,Bonneville Joint School District No 93,Formal Challenge,2022-04-01,Banned in Libraries,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Rapp, Adam",33 Snowfish,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Clare, Cassandra",Clockwork Princess (The Infernal Devices Series),,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Hopkins, Ellen",Crank (Crank Series),,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Telgemeier, Raina",Drama: A Graphic Novel,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Rowell, Rainbow",Eleanor & Park,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Albertalli, Becky",Leah on the Offbeat (Simonverse Series),,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"McCormick, Patricia",Sold,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Anderson, Laurie Halse",Speak,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Morrison, Toni",The Bluest Eye,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Atwood, Margaret",The Handmaid's Tale,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Hosseini, Khaled",The Kite Runner,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Wang, Jen",The Prince and the Dressmaker,,44.068203,-114.742043
Idaho,Nampa School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Asher, Jay",Thirteen Reasons Why,,44.068203,-114.742043
Idaho,West Ada School District,Formal Challenge,2022-02-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,44.068203,-114.742043
Idaho,West Ada School District,Formal Challenge,2022-02-01,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay,,44.068203,-114.742043
Illinois,Community High School District 117,Administrator,2021-12-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,40.0,-89.0
Illinois,Harlem School District 122,Formal Challenge,2022-03-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,40.0,-89.0
Illinois,Lake Forest Schools,Administrator,2021-12-01,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,40.0,-89.0
Illinois,Lake Forest Schools,Formal Challenge,2021-12-01,Banned in Libraries,"Vaughan, Brian K.","Saga, Volume 1 (Saga Series)",,40.0,-89.0
Illinois,ROWVA CUSD 208,Administrator,2021-11-01,Banned in Classrooms,"Thomas, Angie",The Hate U Give,,40.0,-89.0
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries and Classrooms,"Lukoff, Kyle",Call Me Max (Max and Friends Series),,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned Pending Investigation,"Walton, Jessica",Introducing Teddy,,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries,"Myracle, Lauren","l8r, g8r",,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned Pending Investigation,"Finch, Michelle",Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children,"Finch, Phoenix",40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned Pending Investigation,"Newman, Leslea",Sparkle Boy,,40.273502,-86.126976
Indiana,Carmel Clay Schools,Administrator,2021-07-01,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us,,40.273502,-86.126976
Indiana,Hamilton Southeastern Schools,Administrator,2021-07-01,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Medina, Meg",Burn Baby Burn,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Levithan, David",Every Day (Every Day Series),,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"King, A. S.",Everybody Sees the Ants,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Benway, Robin",Far from the Tree,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us,,40.273502,-86.126976
Indiana,Middlebury Community Schools,Administrator,2021-12-01,Banned in Libraries,"Rhodes-Courter, Ashley",Three Little Words: A Memoir,,40.273502,-86.126976
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,42.032974,-93.581543
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,,42.032974,-93.581543
Iowa,Ankeny Community School District,Formal Challenge,2021-11-01,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,42.032974,-93.581543
Iowa,Keokuk Community School District,Formal Challenge,2022-04-01,Banned in Libraries and Classrooms,"Haskins, James",The Scottsboro Boys,,42.032974,-93.581543
Iowa,Ottumwa Community School District,Administrator,2022-04-01,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,42.032974,-93.581543
Iowa,Waukee Community School District,Administrator,2021-10-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,42.032974,-93.581543
Iowa,Waukee Community School District,Administrator,2021-10-01,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir,,42.032974,-93.581543
Iowa,Waukee Community School District,Administrator,2021-10-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,42.032974,-93.581543
Kansas,Derby Public Schools,Formal Challenge,2021-11-01,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"McNeil, Gretchen",#MurderTrending (MurderTrending Series),,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift: A Novel,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Draper, Sharon M.",Blended,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series),,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Wilson, August",Fences,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Roleff, Tamara L.",Satanism (At Issue),,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Durrow, Heidi W.",The Girl Who Fell from the Sky,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Chbosky, Stephen",The Perks of Being a Wallflower,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Atwood, Margaret",The Testaments,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,,38.5,-98.0
Kansas,Goddard Public Schools,Administrator,2021-11-01,Banned Pending Investigation,"Bertie, Alex",Trans Mission: My Quest to a Beard,,38.5,-98.0
Maine,Regional School Unit No. 56,Formal Challenge,2022-06-01,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,,45.367584,-68.972168
Maryland,Wicomico County Public Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,,39.045753,-76.641273
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Rapp, Adam",33 Snowfish,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Morrison, Toni",Beloved,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Thompson, Craig",Blankets,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Koertge, Ron",Boy Girl Boy,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"McMann, Lisa",Fade (Wake Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Hopkins, Ellen",Fallout (Crank Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Sparks, Beatrice",Go Ask Alice,Anonymous,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Cashore, Kristin",Graceling (Graceling Realm Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Hopkins, Ellen",Identical,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Hopkins, Ellen",Impulse (Impulse Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r",,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Green, John",Looking for Alaska,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Rennison, Louise","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)",,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Myracle, Lauren",Shine,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Vonnegut Jr., Kurt",Slaughterhouse-Five,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"McCormick, Patricia",Sold,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Anderson, Laurie Halse",Speak,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Stein, Garth",The Art of Racing in the Rain,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Lund, Cameron",The Best Laid Plans,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Walls, Jeannette",The Glass Castle,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Cisneros, Sandra",The House on Mango Street,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Levithan, David",The Realm of Possibility,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Mead, Richelle",Vampire Academy (Vampire Academy Series),,44.182205,-84.506836
Michigan,Gladwin Community Schools,Administrator,2022-05-01,Banned Pending Investigation,"Gruen, Sara",Water for Elephants,,44.182205,-84.506836
Michigan,Hudsonville Public Schools,Formal Challenge,2022-01-01,Banned in Classrooms,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,,44.182205,-84.506836
Michigan,Novi Community School District,Formal Challenge,2022-01-01,Banned in Libraries,"Evison, Jonathan",Lawn Boy,,44.182205,-84.506836
Michigan,Rochester Community Schools District,Administrator,2022-04-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,44.182205,-84.506836
Michigan,Rochester Community Schools District,Administrator,2022-04-01,Banned Pending Investigation,"Curato, Mike",Flamer,,44.182205,-84.506836
Michigan,Rochester Community Schools District,Administrator,2022-04-01,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,,44.182205,-84.506836
Michigan,Rochester Community Schools District,Administrator,2022-04-01,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,44.182205,-84.506836
Michigan,Rochester Community Schools District,Administrator,2022-04-01,Banned Pending Investigation,"Andrews, Jesse",The Haters,,44.182205,-84.506836
Minnesota,Wayzata Public Schools,Administrator,2022-01-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,46.39241,-94.63623
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Yang, Gene Luen",American Born Chinese,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Morrison, Toni",Beloved,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Stone, Nic",Dear Martin,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Moore, Wes",Discovering Wes Moore,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Rowell, Rainbow",Eleanor & Park,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Jackson, Tiffany D.",Let Me Hear a Rhyme,"Sharif, Malik ""Malik-16""",33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Ahmed, Samira","Love, Hate & Other Filters",,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Jackson, Tiffany D.",Monday's Not Coming,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Watson, Renée",Piecing Me Together,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Prager, Sarah","Queer, There and Everywhere: 23 People Who Changed the World",,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Anderson, Laurie Halse",Speak,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Braden, Ann",The Benefits of Being an Octopus,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Joseph, Frederick",The Black Friend: On Being a Better White Person,,33.0,-90.0
Mississippi,Madison County Schools,Administrator,2022-04-01,Banned in Libraries,"Morrison, Toni",The Bluest Eye,,33.0,-90.0
